ID,news,headline,method,answer
TRAIN_1851,"(Jun 15, 2020 6:02 AM CDT) A former US Marine just got handed a 16-year prison sentence in Russia for spying. Paul Whelan, 50, insists he's innocent and was set up in a bogus sting operation, reports the BBC. On Monday, he held a sign in court reading sham trial! Whelan was arrested in December 2018 in a hotel room in Moscow with what prosecutors say was a flash drive filled with classified information. Whelan's explanation: A Russian friend gave him what he thought was a drive filled with family photos. Whelan holds passports for the US, Britain, Canada, and Ireland, and he works as director of global security for US automotive parts supplier BorgWarner, the company tells NPR. This secret trial in which no evidence was produced is an egregious violation of human rights and international legal norms, said a spokesman for the US embassy in Moscow. US ambassador John Sullivan called it a mockery of justice and warned that it would hurt US-Russian relations. A Reuters report suggests that Whelan might be part of a prisoner swap for a Russian national jailed in the US. Details were scarce, but Moscow has been pushing for the release of two men in particular, Viktor Bout, convicted of arms dealing, and Konstantin Yaroshenko, convicted of cocaine smuggling. (Whelan previously complained about abusive conditions in prison.)",Russia Sentences American to ____ Years in Prison,Copy(16),16
TRAIN_1852,"(May 12, 2020 6:54 PM CDT) Facebook has agreed to pay $52 million to its content moderators, whose job has them viewing graphic and disturbing posts and videos on its platforms. In a 2018 lawsuit, third-party contractors for the company said that Facebook failed to properly protect them against severe psychological and other injuries that can result from repeated exposure to graphic material such as child sexual abuse, beheadings, terrorism, animal cruelty, and other disturbing images, the AP reports. Former moderator Selena Scola, who said she had developed post-traumatic stress disorder, broke a confidentiality agreement to file the lawsuit, reports the Washington Post.",Facebook to Pay Moderators $____M for Psychological Damages,Copy(52),52
TRAIN_1853,"(Feb 12, 2013 8:53 AM) Italy's former head of military intelligence has been sentenced to a decade in prison for helping the CIA kidnap a Muslim cleric in Milan, Reuters reports. Three Americans have also been convicted in absentia over the plot, though they're not likely to serve their sentences. Egyptian imam Abu Omar, who lived in Italy, was taken to Egypt to be interrogated; he endured seven months of torture, he says. The Italian court awarded more than $2 million to the imam and his wife. Niccolo Pollari will appeal his prison sentence to Italy's top court, his lawyer says, adding that the trial wasn't fair because officials applied state secrecy laws. Pollari's deputy was sentenced to nine years in prison; former CIA Rome station head Jeffrey Castelli was sentenced to seven years earlier this month.",Italian Spy Boss Gets ____ Years for Helping CIA,Trans(a decade),10
TRAIN_1854,"(Apr 11, 2018 3:11 PM CDT) Stocks are closing mostly lower on Wall Street as losses in banks and technology companies offset gains in oil producers, the AP reports. Facebook stock continued to rise Wednesday as CEO Mark Zuckerberg testified to Congress about the company's data privacy scandal. Microsoft and Alphabet each fell 1.1%, while JPMorgan Chase gave back 1.7%. The price of crude oil rose to a three-year high as investors focus on tensions in the Middle East. Occidental Petroleum rose 1.7%. The S&P 500 fell 14 points, or 0.6%, to 2,642. The Dow Jones industrial average lost 218 points, or 0.9%, to 24,189. The Nasdaq composite fell 25 points, or 0.4%, to 7,069.",Dow Ends Day Down ____,Copy(218),218
TRAIN_1855,"(Oct 18, 2018 10:05 AM CDT) An Arizona man should be a bit more comfortable in a hospital bed having spent two days stuck at the bottom of a 100-foot mine shaft. Believed to have been descending into the gold mine shaft near Aguila, 90 miles northwest of Phoenix, when he fell Monday, 62-year-old John Waddell suffered two broken legs, per FOX 10. But his hardships didn't end there. The father also battled three rattlesnakes (now dead) and severe dehydration over 48 hours without food or water before a neighbor discovered him Wednesday. Terry Schrader had agreed to check on Waddell at the shaft if he didn't return by Tuesday, though it was Wednesday before he actually went searching. I was afraid of what I was going to find, Schrader says. As I pulled up my truck, I could hear him hollering, 'Help, help.' Schrader adds, per ABC15, that the carabiner broke, I guess, and he supposedly fell 40 to 50 feet. Though Waddell had a phone, there was no cell service; Schrader had to drive out of the desert to call authorities. The Maricopa County Sheriff's Office organized the rescue beginning around 2pm, reports the Arizona Republic. It took more than six hours and a team of more than a dozen before Waddell could be airlifted to a hospital. We are looking forward to his recovery, an MCSO rep says. Regardless of his screams as he was removed from the shaft, he's a tough guy, Schrader says. (Rescuers decided to abandon efforts to pull a man out of a Nevada mine shaft.)","1 Big Fall, ____ Broken Legs, 3 Rattlesnakes in Arizona",Copy(2),2
TRAIN_1856,"(May 10, 2019 12:58 AM CDT) Chelsea Manning has been freed after 62 days in jailâ€”but she might be returning soon. Manning was sent to jail for contempt of court in March for refusing to testify in front of a grand jury investigating WikiLeaks. Her lawyers say that grand jury's term has now expired, but Manning has been ordered to appear before a different grand jury on May 17, Gizmodo reports. Chelsea will continue to refuse to answer questions, and will use every available legal defense to prove ... that she has just cause for her refusal to give testimony. her lawyers said in a statement, per the BBC. When he sent her to jail in March, US District Judge Claude Hilton warned Manning that she would be held until she purges. The former soldier was held in the women's wing of the federal detention center in Alexandria, Va. At a hearing in March, Manning said she wouldn't testify because she had already supplied everything she knew about WikiLeaks during her 2013 court martial, and because she was against the secret proceedings of the grand jury. She said grand juries have been used to entrap and persecute activists for protected political speech.",Chelsea Manning Freed After ____ Days,Copy(62),62
TRAIN_1857,"(May 18, 2018 10:00 AM CDT) As of last week, Najib Razak was prime minister of Malaysia. As of Friday, he was a mere civilian barred from leaving the country as authorities raided his Kuala Lumpur properties. The rapid fall centers around $4.5 billion missing from a state development fund overseen by Najib before his election loss to Mahathir Mohamad last week, reports the Wall Street Journal. Though Najib was cleared of wrongdoing while in office, the Malaysian Anti-Corruption Commission has reopened the investigation based on claims he intervened to hide his pocketing of $681 million from fund 1Malaysia Development Berhad (1MDB), some of which he allegedly spent on shopping sprees for his wife. During recent raids at his properties, police say they seized 284 boxes of handbags from Gucci, Chanel, and Hermes; 72 suitcases holding jewelry and Rolex watches; and at least $157,000 in cash. Najib's lawyer says the investigation represents unwarranted harassment, per the BBC. But Malaysia is only one of six countries investing the fund. The USâ€”which claims Najib's stepson used 1MDB funds to produce films, including The Wolf of Wall Streetâ€”alleges $1.7 billion was laundered through American banks, reports the New York Times. Najib is now to testify in front of the Anti-Corruption Commission, Reuters reports, citing one member as saying evidence shows $10.6 million was sent to Najib from 1MDB's former subsidiary. Per the Journal, the investigation may be widened to include the 2006 murder of Mongolian model Altantuya Shaariibuu, who acted as translator during a purchase of submarines while Najib was defense minister. Two members of Najib's security detail were convicted of the murder, though one had his sentence overturned.",Cops Take ____ Boxes of Designer Handbags From Ex-PM,Copy(284),284
TRAIN_1858,"(Apr 9, 2018 3:13 AM CDT) A charter bus carrying teenagers returning from a spring break trip Sunday night struck a bridge overpass on Long Island, seriously injuring six passengers and mangling the entire length of the top of the bus, the AP reports. The crash happened shortly after 9pm Sunday on the Southern State Parkway in Lakeview, according to New York State Police. One of the six injured passengers has very serious injuries, says State Police Maj. David Candelaria. Thirty-seven other passengers suffered minor injuries. Everybody was able to walk out except one, [whom] we extricated, says Lakeview Fire Department Chief Patrick McNeill. There was glass everywhere. The roof of the bus is down to the top of the seat covers.",____ Hurt as Bus Carrying NY Teens Hits Overpass,"Add(Trans(Thirty-seven), Trans(six))",43
TRAIN_1859,"(Oct 22, 2019 7:54 AM CDT) Japan celebrated the enthronement of Emperor Naruhito on Tuesdayâ€”and around 550,000 people classed as petty criminals had plenty of reason to cheer. The Japanese government announced ahead of Tuesday's ceremony at Tokyo's Imperial Palace that more than half a million pardons had been granted as an opportunity for the citizens of Japan to cleanse their spirit and start anew, the Japan Times reports. Around 80% of those affected were involved in traffic accidents or other traffic violations, including some that caused death, though the government says people sentenced to prison terms will not be pardoned. Naruhito officially became emperor in May, but Tuesday's ceremony, in which he read out a proclamation from the Takamikura throne, marked his formal enthronement, the BBC reports. He wore a traditional robe only worn by emperors on special occasions while his wife, Empress Masako, was on a smaller throne, wearing 12 layers of robes. The Guardian reports that there had been plans for Naruhito and Masako to drive around Tokyo in an open-top car after the ceremony, but the parade was postponed after Typhoon Hagibis, which killed more than 80 people earlier this month.",Japan Pardons ____K as Emperor Takes Throne,"Paraphrase(550,000,K)",550
TRAIN_1860,"(Jul 4, 2018 4:06 AM CDT) A 92-year-old Arizona woman who didn't want to move to a nursing home might be spending the rest of her days in prison instead. Police say Anna Blessing told them she had been contemplating her 72-year-old son's plans to put her in assisted living for several days before she confronted him in his bedroom Monday morning with two pistols concealed in her robe, Fox News reports. According to a Maricopa County Sheriff's Office press release, Blessing told officers that she fired multiple rounds striking and killing her son. She then pointed the weapon at the son's girlfriend, who managed to disarm her after a struggle, police say. The girlfriend was also able to dislodge the second firearm after Blessing produced it, according to the police release. Police say that Blessing told them she thought about killing herself after the girlfriend left the room, but she lacked the weapons to do so, the Arizona Republic reports. She told police that her son wanted her to leave the Fountain Hills home because she had become difficult to live with. She reportedly said she told her son: You took my life, so I'm taking yours. Blessing has been charged with first-degree murder, assault with a deadly weapon, and kidnapping. She is being held on $500,000 bond. It is always concerning when domestic issues escalate to violence or tragic outcomes, says Maricopa County Sheriff Paul Penzone. They are often isolated and neither predictable nor preventable.","Cops: Woman, ____, Killed Son Over Move to Nursing Home",Copy(92),92
TRAIN_1861,"(Jul 9, 2018 9:20 AM CDT) When Eddisons CJM put a tin of World War I chocolates up for auction last month, there was one person who wasn't terribly impressed. A lady from London wrote and said, 'Hundred-and-three-year-old chocolate is not so special,' auctioneer Paul Cooper tells the Daily Express. That's because that woman had in her possession something even better: a tin of chocolates made in 1900, one of the gifts Queen Victoria had commissioned for soldiers fighting overseas in the Boer War to boost morale, the BBC reports. The red, gold, and blue container, made by Hudson Scott and Sons in Carlisle, was designed with rounded corners for ease of storage in a soldier's knapsack and to hold 8 ounces of vanilla chocolate, per the National Army Museum. That confection, the auction house tells the BBC, was probably the most controversial chocolate ever made. That's because the three main chocolate-makers in the UK at the timeâ€”JS Fry, Rowntree, and Cadburyâ€”were helmed by pacifist Quakers who didn't want to be seen as making money from the war. They didn't want to spurn the queen, however, so their compromise was to donate the chocolate for free, as well as brand the chocolate with their company names (the queen wanted soldiers to know they were getting the best), but not the tins. As for how the unnamed woman came to have this 118-year-old tin, she says it's been sitting for a long time in a cupboard drawer and thinks it came from her late husband's family. A Nestle archivist tells the Express the chocolate inside is probably not in as bad a condition as you might think, but I wouldn't recommend eating it. The Yorkshire Post reports the tin, which will go up for auction Tuesday, could fetch up to $400. (This more modern chocolate is pink.)",Queen's Chocolate Survives ____ Years,Copy(118),118
TRAIN_1862,"(Jul 23, 2018 8:51 AM CDT) In Somalia, about 98% of girls undergo female genital mutilation, but one 10-year-old is now part of an even grimmer statistic: those who've died from it. A doctor at a Dhusamareb hospital tells Voice of America the child was brought to the ER early last week, two days after her parents say she'd had the procedure, but despite the response team's efforts to save the girl, she bled to death. She also got tetanus because the instruments used during the procedure weren't sterilized, Dr. Abdirahman Omar Hassan says. They cut the clitoris, one side of the vulva was cut, the other side was wounded in three areas, Hassan noted. I never saw anyone who was mutilated like that in my life. Hawa Aden Mohamed, a social activist and head of a local women's rights group, tells Reuters it's believed the person who carried out the mutilation cut an important vein in the course of the operation. The girl's father, meanwhile, says he's distraught but doesn't blame anyone for her death (he says she was taken by Allah ) and stands behind the practice. The people in the area are content with it, her mother consented to it, Dahir Nur says. We have seen the effects, but it's a culture in the country we live in. The practiceâ€”which involves partial or total removal of the clitoris and labiaâ€”is prohibited in Somalia's constitution, but there's nothing on the books actually outlawing it, the BBC notes. Politicians have been wary of criminalizing it for fear of infuriating locals who consider it a religious ritual. The woman who performed the operation has not been arrested, but even if she was, there is no law that would ensure she is punished, Mohamed tells Reuters. This is just one among many cases happening on a daily basis across Somalia. (A Michigan doctor was accused of mutilating 100 girls.)","After Girl's Fatal Genital Mutilation, Dad Says 'Allah' Took ____-Year-Old",Copy(10),10
TRAIN_1863,"(Jan 2, 2019 12:31 PM) Christian Pulisic became the most expensive American soccer player in history after completing a transfer to English club Chelsea from Borussia Dortmund on Wednesday. Chelsea paid $73 million for the 20-year-old United States winger, who will be loaned back to Dortmund for the rest of this season. The German club won't have to pay Chelsea for the loan. The fee is easily the biggest paid for an American player, surpassing the reported $22.5 million spent by German team Wolfsburg for John Brooks in 2017, reports the AP. It was always Christian's big dream to play in the Premier League, Dortmund sporting director Michael Zorc said. That certainly has to do with his American origins, and so it wasn't possible for us to extend his contract.",____-Year-Old Is America's Priciest Soccer Player by Far,Copy(20),20
TRAIN_1864,"(Aug 6, 2020 3:37 PM CDT) A Minnesota man sold the 1957 Chevy pickup he drove for 44 years for $75â€”the same price he paid decades ago. Bob Sportal of Prinsburg handed over the key last month to the grandson of the man he bought the truck from, the AP reports. Sportal was in his early 20s when he bought the rusty pickup from a retiring farmer. He drove the truck to work every day at a local grain elevator until he retired five years ago.","After ____ Years, Truck Still Brings What He Paid for It",Copy(44),44
TRAIN_1865,"(Oct 19, 2018 2:25 PM CDT) A star from the Teen Mom franchise was hospitalized over the weekend, and TMZ says it now has the 911 call she made from her North Carolina home. In the call, a sobbing woman said to be 26-year-old Jenelle Evans tells the dispatcher that her husband, David Eason, attacked her after he'd been drinking and pinned her down so hard on the ground that I think I heard my f---ing collarbone crack. She also says in the Oct. 13 recording, made just before 10pm Saturday, that she can't move her arm. The dispatcher calmly draws more info out of the woman, who says Eason had apparently left the home with a friend, leaving her and four sleeping children in the home. Us Weekly says it was Evans' own three young kids, ages 20 months to 9 years old, and an unidentified child, but that's unclear from the tape. People confirms Evans was hospitalized, and Columbus County's 911 chief tells the magazine that a 911 call was placed from Evans' home and that two cops responded. The female was transported to the hospital via private vehicle, not the ambulance originally requested, the chief says. But a Columbus County Sheriff's Office rep says no incident report was filed, and Evans' own rep tells People the reality star had had people over to her house and lit a bonfire, and that Evans ended up tripping and falling by the fire. Evans appeared on the second season of the MTV reality series. (Another Teen Mom star ended up in prison.)",Teen Mom Star Hospitalized After ____ Call,Copy(911),911
TRAIN_1866,"(Oct 8, 2018 11:36 AM CDT) When Ear Spring erupted at Yellowstone National Park Sept. 15, it was already notableâ€”it was, as Live Science puts it, the geyser's most violent display since 1957. But even more notable was what came out with the water that spewed up to 30 feet in the air: 80 years worth of trash. After the eruption, officials wrote on Facebook, park employees found a strange assortment of items strewn across the landscape around its vent, from dozens of coins that people threw in to make wishes to just plain garbage: aluminum cans, plastic cups, cigarette butts, a broken bottle, etc. But some of the items that spewed forth are clearly historic, including items like a baby pacifier dating as far back as the 1930s. They'll be inventoried by curators and may end up in Yellowstone's archives. Some of the items had clearly been tossed in on purpose; others may have fallen in accidentally. But either way, foreign objects can damage hot springs and geysers, the post continues. The next time Ear Spring erupts we hope it's nothing but natural rocks and water. Adds a supervisory park ranger to FourStatesHomePage.com: You might think that if you toss something in a hot spring or in a geyser that it disappears, but it doesn't disappear. It stays in that and what normally happens is you can actually plug up a feature and kill the feature. And that's happened in many places in the park. The US Geological Survey says Ear Spring has erupted four times in the last six decades, most recently in 2004. (Here's another thing rangers don't want visitors to do near geysers.)","Geyser Erupts, Out Pours Trash Dating Back to ____s",Copy(1930),1930
TRAIN_1867,"(Jun 24, 2019 3:33 PM CDT) A gunman shot and killed four people then turned the gun on himself after an hours-long standoff with police in California, authorities said Monday. San Jose police saw several bloody family members and victims fleeing a home when police responded to calls of shots fired Sunday night, the AP reports. The police said in a news release Monday that they helped an adult male and adult female from the residence. The two victims were suffering from at least one gunshot wound each. The two victims were transported to nearby hospitals where they were pronounced deceased a short time later, said the statement. When officers arrived, two other adult women and the male gunman remained inside the residence, which officers surrounded and eventually entered around 1:25am Monday.",San Jose Standoff Ends With ____ Dead,"Add(Trans(four),Span(turned the gun on himself))",5
TRAIN_1868,"(Feb 4, 2012 1:15 PM) Fidel Castro spent six hours presenting a two-volume memoir to an audience at a Havana convention center, state media said today. It was a rare appearance for the retired and increasingly reclusive former Cuban leader. Images on state television showed a smiling, animated Castro wearing a dark track suit over a blue plaid button-up shirt. Audio of him was not broadcast, but Communist Party newspaper Granma said he told attendees yesterday that they would hear about two books that you haven't had any news of. Granma said the two-tome memoir, Guerrilla of Time, fills nearly 1,000 pages and covers Castro's life from childhood until December 1958, the eve of the triumph of the Cuban Revolution. It is based on interviews with journalist Katiuska Blanco. I have to take advantage now, because memory fades, Granma quoted Castro as saying. Castro, 85, stepped aside in 2006 due to a life-threatening illness. He is seldom seen in public these days, though he did show up at a Communist Party congress last April, holding the arm of an aide as he entered to a standing ovation and tears.",Fidel Castro Gives ____-Hour Talk on ...,Trans(six),6
TRAIN_1869,"(Apr 22, 2019 8:25 AM CDT) An abnormal vein threw a kink into Kelly Stafford's brain surgery Wednesday, stretching the procedure from an expected six hours to 12, but thanks to a neurosurgeon, the wife of Detroit Lions quarterback Matthew Stafford is now in recovery mode, per the Detroit Free Press. Now I am home and learning my new norm, Kelly Stafford wrote Sunday on Instagram, following the surgery to remove an acoustic neuroma, a benign brain tumor that had been leaning on her cranial nerves. Per AJC.com, an Instagram post from Stafford at the beginning of April revealed she'd first started feeling dizzy over the past year, with full-fledged vertigo hitting her in January; a subsequent MRI revealed the tumor. And Wednesday, when they opened me up, I had an abnormal vein, Stafford posted on Instagram. But while it may have been abnormal for other neurosurgeons, it wasn't for Stafford's doctor. He had seen it before and written a paper on it, she noted. That's truly God's work. Stafford also thanked well-wishers for prayers for her family. Although they were anxious and scared, your prayers got them through, she wrote. Stafford has three young children with her quarterback husband, who hasn't yet commented publicly on his wife's condition. (Matthew Stafford has claimed the title of highest-paid NFL player. )",Wife of NFL QB Home After ____-Hour Brain Surgery,Copy(12),12
TRAIN_1870,"(Jan 13, 2020 2:34 PM) The United States is removing nearly two dozen Saudi military students from a training program and sending them back to Saudi Arabia after an investigation into a deadly shooting by a Saudi aviation student at a Florida navy base last month, Attorney General William Barr said Monday. Many of the 21 cadets had contact with child pornography and possessed jihadist or anti-American material, Barr said. None is accused of having advanced knowledge of the shooting, which Barr said was motivated by jihadist ideology and which he classified as an act of terrorism, the AP reports. The Justice Department reviewed whether any of the trainees should face charges, but concluded that it did not meet the standards for federal prosecution.",US Boots ____ Saudi Cadets After Pensacola Rampage,Copy(21),21
TRAIN_1871,"(Feb 16, 2009 4:08 AM) Mexican gunmen rained bullets on the home of an elite cop, killing him, six children in his extended family and five others. The officer was assigned to ferret out police corruption, reports the Los Angeles Times. The violence was unusual for oil-rich Tobasco, which has been largely immune from such attacks. In other weekend violence, a Michoacan police station was hit with grenades, two decapitated women were found in Mexico City and 12 people were shot dead in Jalisco and Durango. They killed my brother Carlos, his whole family, my son, my mother. They killed everyone, said the mother of a 2-year-old shot dead in the Tobasco attack.","Mexican Gunmen Kill Elite Cop, ____ Kids",Trans(six),6
TRAIN_1872,"(Mar 28, 2018 10:35 AM CDT) President Trump tweeted Wednesday there's no chance the Second Amendment will ever be repealed and called on voters to elect more Republicans in this fall's congressional elections so the GOP can retain control of the Supreme Court. Trump's statements came a day after retired Supreme Court Justice John Paul Stevens wrote in an essay in the New York Times that repealing the amendment would make it easier for Congress to enact gun control legislation, the AP reports. Last month's shootings that killed 17 people at a high school in Parkland, Fla., have galvanized young people, liberals, and Democrats for a renewed push to curb firearms. That has included demonstrations that have drawn hundreds of thousands of marchers in cities across the country.",A Repeal of ____nd Amendment? Trump Weighs In,Trans(Second),2
TRAIN_1873,"(Dec 11, 2009 1:40 AM) Swine flu had sickened 50 million Americans, and killed 10,000 of them by mid-November, according to Centers for Disease Control and Prevention estimates released yesterday. A sixth of the population has been infected and over 200,000 people with the H1N1 virus have been hospitalized. The number of deaths is normal for flu season but far more of the deaths than usual have been children and young adults, the Los Angeles Times reports. The death rate was four times higher among Native Americans than in the general population. CDC director Thomas Frieden recommended that people get the H1N1 vaccine because there may be a new round of infections next year. Only time will tell what the future will hold, but the more people who get vaccinated, the lower the probability of a third wave of the pandemic, he said at a news conference.",Swine Flu Hits 1 in ____,Trans(sixth),6
TRAIN_1874,"(Aug 11, 2009 7:44 AM CDT) Make sure you've had a good night's sleep before going to court in Illinois. Clifton Williams, 33, went to support his cousin during a hearing on a felony drugs charge, but during the sentencing he stretched his arms and let out a loud, distracting yawn. His cousin got just two years' probation, but the yawning got Williams six months in the clink for contempt of court. A spokesman for the Illinois attorney's office called the yawn a loud and boisterous attempt to disrupt the proceedings. But the judge who found him in contempt jails spectators far more frequently than his colleaguesâ€”typically for carrying ringing cell phones or shouting during sentencing. Williams' family is flabbergasted by the decision but can't afford an attorney to appeal. It's crazy, Â his aunt said. This could happen to any one of us.",Judge Jails Yawning Man for ____ Months,Trans(six),6
TRAIN_1875,"(Mar 28, 2018 8:35 PM CDT) Authorities say they're searching for three children who are unaccounted for after their siblings and parents plunged off a Northern California cliff, the AP reports. The California Highway Patrol said Wednesday that 19-year-old Markis Hart, 14-year-old Jeremiah Hart, and 14-year-old Abigail Hart died along with their parents, Jennifer and Sarah Hart. Their SUV plunged 100 feet from the Pacific Coast Highway onto rocks in the ocean Monday.",____ Kids Sought After Cliff Crash Kills Family,Trans(three),3
TRAIN_1876,"(Nov 28, 2018 4:47 PM) Over a 5-year period, Charles Sweeney has shot two would-be burglars who were breaking in to his Oklahoma property. The most recent shooting was fatal. On Tuesday morning, police say Donald Stovall crawled through a bathroom window into Sweeney's home; during an ensuing confrontation, Sweeney shot and killed Stovall, Fox News reports. He brought this on himself, I have no sympathy, Sweeney (variously spelled as Sweeny) told Fox 23 after the incident. He got inside the interior of my house and I didn't know if he had a weapon and I thought my life was in danger. I shot him, and I'll do it again, he added to News on 6. Sweeney found himself in a similar situation back in October 2013, though with less deadly consequences. In that incident, Sweeney returned from a walk to find two intruders inside his home; he shot one of them multiple times, injuring him seriously. Both burglars pleaded guilty to charges in that case, and the man Sweeney shot is currently in prison. It looks like an elderly ... person lives here that can't defend himself, Sweeney told KJRH at the time. Well, wrong. In the latest shooting, police questioned Sweeney and released him but the investigation continues, News 9 reports. The Tulsa Police Department says people have the right to defend themselves in their homes. (Another man said he feared for his life in this controversial shooting.)","For ____nd Time in 5 Years, Man Shoots Intruder. This Time, Fatally",Trans(two),2
TRAIN_1877,"(Jun 4, 2018 7:15 AM CDT) Witnesses say a 68-year-old pushed children to safety before being killed by a driver who careened onto a baseball field in Sanford, Maine, on the night of June 1. Some 400 miles away, the news is bringing relief to one family, reports the Washington Post. The Portland Press Herald has the ironic story of Douglas Parkhurst, who was at the Babe Ruth baseball game his grandson was participating in and was killed by the car driven by Carol Sharrow, 51. Parkhurst himself confessed to a deadly hit-and-run in 2013, bringing some answers but little solace to the family of Carolee Ashby, a 4-year-old killed on Oct. 31, 1968, as she walked to a store in Fulton, New York, with her then 15-year-old sister to buy birthday candles for the teenager's cake. Though police initially eyed Parkhurst as a suspect, a 2012 tip to police was what ended up spurring Parkhurst's confession. That confession reportedly came only after Parkhurst received assurances from prosecutors that the statute of limitations had passed and he would not be prosecuted. Darlene Ashby McCann, the sister who was with Carolee when she was killed, says her family never received an apology from Parkhurst. Still, now I am relieved, she says. I truly am. The same thing that happened to my sister happened to him. It made a complete circle. The Bangor Daily News reports that while police did not state whether they believe alcohol was a factor, Sharrow does have at least one drunken driving conviction and a second previous drunken driving charge. Police have uncovered no connection between Sharrow and Parkhurst, who was reportedly trying to close a gate on the field to prevent Sharrow from fleeing the scene when he was hit. He died en route to the hospital.",Driver Who Killed 4-Year-Old in ____ Suffers Similar Fate,Copy(1968),1968
TRAIN_1878,"(Dec 13, 2019 1:59 AM) Pakistan on Thursday leveled treason charges against 250 lawyers who were part of a mob that stormed a hospital in the eastern city of Lahore the previous day, kicking and punching doctors and staff and trashing equipment and property, police said. Three patients at the hospital died when physicians and medical staff who fled the mob left them unattended for several hours, officials said. The exceptionally high level of charges reflects the authorities' frustration over the violence. The incident drew nationwide condemnation and the government says those linked to the violence will be tried in anti-terrorism courts and the maximum punishment will be sought for them, the AP reports.",____ Charged After Mob of Lawyers Storms Hospital,Copy(250),250
TRAIN_1879,"(Dec 7, 2014 5:30 AM) Six prisoners from Guantanamo Bay have been transferred to Uruguay, the US government said today, announcing a resettlement deal that had been delayed for months by security concerns in the Pentagon and political considerations in the South American country. The six are the first prisoners transferred to South America from the US base in Cuba, part of a flurry of recent releases amid a renewed push by President Obama to close the prison. The release brings the total number of prisoners at Guantanamo to 136â€”the lowest number since the prison opened in January 2002. Uruguayan President Jose Mujica agreed to accept the menâ€”four Syrians, a Tunisian, and a Palestinianâ€”as a humanitarian gesture and said they would be given help getting established in a country with a small Muslim population. All six were detained as suspected militants with ties to al-Qaeda in 2002 but were never charged. They have been cleared for release since at least 2010 but languished as the US struggled to find countries willing to accept them. Mujica had agreed to take the men in January. Obama administration officials have been frustrated that the transfer took so long and blame outgoing Defense Secretary Chuck Hagel for not approving the move sooner. They said the deal sat for months on Hagel's desk, awaiting his signature as required by law. The US has released 19 prisoners so far this year. Officials say several more are expected by the end of the year.",US Releases ____ From Gitmo; 136 Remain,Trans(Six),6
TRAIN_1880,"(Mar 31, 2020 12:09 PM CDT) The coronavirus tally of American deaths kept by Johns Hopkins University rose above 3,000 Tuesday morning, exceeding the toll from the 9/11 attacks on Sept. 11, 2001, notes the Washington Post. (Thousands more have since died from 9/11-related illnesses.) It was just a matter of the time for the figure to surpass that mark, given that the nation's top health authorities are warning of 100,000 to 200,000 deaths. (And that may be a best-case scenario.) The AP notes that US death toll was about 3,550 at midday, eclipsing China's total of 3,300. Italy continues to have the most fatalities in the world, with the figure now above 11,500.","By One Measure, Virus Is Now Worse Than ____",Copy(9/11),11-Sep
TRAIN_1881,"(Aug 24, 2018 2:37 AM CDT) In the 35 years between 1975 and 2010, Australia had five prime ministersâ€”the same number it has now had in the last 5 years. The latest to enter the revolving door is Scott Morrison, who emerged triumphant Friday after Malcolm Turnbull was forced out by his own party, the BBC reports. Members of the ruling Liberal Partyâ€”the more conservative of Australia's two main partiesâ€”forced a leadership contest in which Turnbull declined to stand. Morrison, a hardline conservative who served as treasurer under Turnbull, beat former Home Affairs Minister Peter Dutton 45-40 in an internal ballot. It has been such a privilege to be the leader of this great nation, Turnbull said. I love Australia. I love Australians. Turnbull is the fourth prime minister to have been forced out by colleagues over the last decade, and his exit may lead to a new election, the Guardian reports. He says he won't stay in government, which will erase the Liberal-led coalition's single-seat majority. Turnbull was forced out by a right-wing rebellion in his party that Peter Hartcher, writing in the Sydney Morning Herald, calls pointless. It brought down a prime minister, destabilized the government, damaged the standing of the ruling party, unsettled the country, and made Australian democracy an even bigger laughing stock, he writes. Without satisfying the disgruntled faction that started it all. (In 2015, Turnbull's predecessor denounced treachery after he was ousted by his own party.)",Australia Gets Its ____th Prime Minister in 5 Years,Copy(5),5
TRAIN_1882,"(Mar 13, 2019 11:21 AM CDT) The US stood alone in its refusal to ground the Boeing 737 Max 8, but President Trump has now taken action. Those planes are grounded effective immediately, he told reporters at the White House Wednesday, explaining that he had signed an order to ground the planes. The safety of the American people, of all people, is our paramount concern. That means no nations are left flying the planes, USA Today reports. Earlier Wednesday, Canada's transport minister announced the country was closing its airspace to the aircraft, which has been involved in two major fatal crashes in less than five months: Indonesia's Lion Air crash in October and Sunday's Ethiopian Airlines crash. Both the US and Canadian bans also extend to the larger Max 9, CNN reports; Trump said, per CNN, that any Max 8 or 9 planes currently in the air would be ordered to land. The two crashes have not been officially linked, but when announcing Canada's ban Marc Garneau referenced newly available satellite data of the planes' vertical paths that suggests similarities between the two, the New York Times reports. Though he cautioned that the new information is not conclusive, Garneau said officials and experts had looked at the data from both flights and found similarities that exceed a certain threshold in our minds with respect to the possible cause of what happened in Ethiopia. This is not conclusive, but it is something that points possibly in that direction, and at this point we feel that threshold has been crossed. (Some have theorized the plane's anti-stall system could be to blame.)",No Nations Are Left Flying the Boeing ____ Max 8,Copy(737),737
